GC	start	end	Chromosome	type	Entrezgene
48.05	97828478	97849798	10	lncRNA	100505561
49.35	97849843	97871580	10	protein_coding	401647
55.54	29589769	29614761	17	protein_coding	124930
42.47	50065967	50107272	16	protein_coding	55027
48.15	97865000	98030828	10	protein_coding	55118
48.38	77022306	77032361	7	protein_coding	102723849
48.97	77050391	77062558	7	protein_coding	100505767
49.01	43997897	44010124	7	protein_coding	285955
42.82	34792083	34877514	6	protein_coding	54887
40.63	42682418	42703805	1	protein_coding	4904
47.00	8537605	8590511	16	protein_coding	283953
44.93	34889255	35091406	6	protein_coding	23294
54.03	100106876	100119841	7	protein_coding	6878
43.71	218781749	218815293	2	protein_coding	1593
40.26	17296794	17413528	8	protein_coding	9108
52.18	89471398	89496589	15	protein_coding	51458
53.85	58462846	58513628	16	protein_coding	65009
43.24	88065325	88077859	9	lncRNA	102724156
51.41	87914488	87923657	9	protein_coding	441452
47.10	33104082	33167356	9	protein_coding	2683
45.72	28755980	28855232	17	protein_coding	55731
58.46	218823090	218823154	2	miRNA	103504730
42.50	225010461	225010540	2	miRNA	100616207
37.83	98134624	98244897	10	protein_coding	27291
41.57	69396113	69437628	2	protein_coding	27247
38.13	30624494	30649529	15	protein_coding	89839
50.55	54307070	54313166	19	protein_coding	353514
61.90	48633636	48633698	3	miRNA	102465495
59.87	48636463	48662886	3	protein_coding	1951
40.13	17497088	17570573	8	protein_coding	6542
49.14	89305198	89334861	15	protein_coding	5428
48.28	33218365	33248567	9	protein_coding	27290
46.84	152090459	152110157	4	lncRNA	100996286
46.54	33247820	33264720	9	protein_coding	573
59.56	42733093	42740254	1	protein_coding	149461
52.59	54333185	54339162	19	protein_coding	23547
35.41	152320544	152536092	4	protein_coding	55294
51.43	28950513	29057216	17	protein_coding	51268
50.04	42746335	42767084	1	protein_coding	64175
40.75	98446287	98453810	10	lncRNA	101927278
49.35	54351384	54370558	19	protein_coding	3903
38.42	98457077	99235862	10	protein_coding	60495
43.16	35118071	35148610	6	protein_coding	6954
60.92	48644194	48644280	3	miRNA	100616112
56.62	48673844	48686364	3	protein_coding	51517
42.40	55408495	55418798	15	protein_coding	145788
41.65	33264879	33282070	9	protein_coding	51510
41.67	69520043	69520174	2	snoRNA	100124535
43.65	81159575	81314058	15	protein_coding	3603
45.71	98924499	98924568	10	miRNA	102465253
41.08	99430915	99463259	10	lncRNA	101927300
49.33	218633329	218659655	2	protein_coding	7701
51.07	35696948	35732195	9	protein_coding	7094
45.05	99782640	99852594	10	protein_coding	1244
51.95	58520250	58544368	17	protein_coding	5414
56.18	219543663	219550595	2	protein_coding	130612
50.80	96325317	96330517	2	protein_coding	150771
34.91	152337655	152338098	4	lncRNA	102191832
44.09	24356999	24416934	1	protein_coding	90529
48.95	48663776	48669174	3	lncRNA	102724368
36.67	152489327	152489416	4	miRNA	100422896
43.57	152536264	152539263	4	lncRNA	54553
64.04	152536428	152536516	4	miRNA	100616193
47.61	48688003	48740353	3	protein_coding	51447
38.28	152769354	152779730	4	protein_coding	201798
61.50	131527675	131533666	2	protein_coding	90557
44.54	17576433	17644071	8	protein_coding	5157
43.58	48483343	48489526	4	protein_coding	201780
53.24	48490252	48494389	4	protein_coding	326340
56.94	61714788	61714859	8	miRNA	100616484
36.94	48497357	48780322	4	protein_coding	285527
38.17	61500556	61714640	8	protein_coding	444
43.71	99875577	100009947	10	protein_coding	23268
58.83	54415219	54436904	19	protein_coding	57348
52.41	132687587	132704985	12	protein_coding	5827
44.99	24415802	24472976	1	protein_coding	57185
46.77	23306833	23326175	14	protein_coding	100529063
55.54	124450451	124478589	9	protein_coding	347088
48.99	102932380	103057549	14	protein_coding	9578
37.55	130611440	130658037	2	protein_coding	653781
62.75	132489551	132585188	12	protein_coding	57666
44.30	101007228	101252866	2	protein_coding	11138
60.15	48564073	48595329	3	protein_coding	1294
43.89	100042193	100081869	10	protein_coding	1369
49.10	128455186	128501292	9	protein_coding	4957
43.28	24496254	24535400	1	lncRNA	100750325
38.15	100150094	100186033	10	protein_coding	10613
42.26	24502351	24541040	1	protein_coding	11123
55.70	329776	333172	7	lncRNA	105375118
60.70	379359	382712	7	lncRNA	442497
52.59	73254682	73284478	2	protein_coding	150726
60.13	561958	565619	7	lncRNA	101927000
56.37	29563835	29567293	7	protein_coding	222171
34.17	85014311	85036277	12	protein_coding	144448
66.15	54461732	54463778	19	protein_coding	94059
54.27	54465026	54473296	19	protein_coding	148170
50.53	29680734	29680828	7	miRNA	100616354
36.90	35202430	35254100	7	protein_coding	57057
48.32	58278955	58302791	19	protein_coding	7554
48.47	90820064	90828202	14	lncRNA	105370623
38.38	100188300	100229596	10	protein_coding	1147
43.08	74650231	74760692	7	protein_coding	2969
47.34	58228594	58277495	19	protein_coding	27300
39.78	175176258	175181710	2	protein_coding	518
39.87	103930107	103953931	12	protein_coding	7184
47.93	24556087	24609328	1	protein_coding	400746
48.92	32593456	32607310	15	protein_coding	643699
41.42	155335268	155563162	1	protein_coding	55870
45.21	49927571	50105102	14	lncRNA	283551
45.21	49927571	50105102	14	lncRNA	196913
61.69	231706895	231713551	2	protein_coding	5757
34.88	61852389	62060473	15	protein_coding	54832
42.57	100232298	100267680	10	protein_coding	55280
45.80	151181052	151224093	5	protein_coding	26112
43.12	31520155	31554803	19	lncRNA	105372360
45.20	31588159	31593786	19	lncRNA	100507527
42.18	100237156	100237302	10	snoRNA	677800
47.41	151212150	151270440	5	protein_coding	2760
47.31	100273280	100286680	10	protein_coding	282991
35.64	82642600	82746664	14	lncRNA	101928599
42.70	151276358	151303766	5	protein_coding	285641
39.53	173094868	173169652	4	lncRNA	101930370
38.97	173168811	173323967	4	protein_coding	51809
59.36	50311937	50333515	19	protein_coding	3748
49.94	41377669	41382306	17	protein_coding	3885
44.95	100288149	100330264	10	protein_coding	9033
43.16	151314972	151347590	5	protein_coding	153201
52.37	76672551	76711004	17	protein_coding	439921
51.29	50329653	50383388	19	protein_coding	7376
48.43	219372043	219400022	2	protein_coding	23549
41.72	52671113	52686588	6	protein_coding	28978
38.32	173349543	173370721	4	lncRNA	105377540
42.75	97427071	97582146	14	lncRNA	101929241
40.73	52750087	52763475	6	protein_coding	2939
60.73	177483394	177497606	5	protein_coding	9260
60.69	81035122	81117434	17	protein_coding	10458
39.48	173527270	173659696	4	lncRNA	79804
39.97	136557046	136793097	6	protein_coding	4217
46.86	100347233	100364826	10	protein_coding	6319
38.10	38738155	38948273	14	lncRNA	283547
43.44	100373099	100454043	10	lncRNA	90271
50.29	32179675	32198285	1	protein_coding	200081
61.14	75397830	75401764	10	protein_coding	84858
45.49	12557057	12586208	3	protein_coding	23609
48.50	35297818	35321771	6	protein_coding	50619
59.66	75401519	75408982	10	lncRNA	100131213
43.06	95157645	95181475	14	lncRNA	400242
70.23	103930425	103930555	12	miRNA	100500842
40.61	103940763	103965708	12	protein_coding	728568
55.31	32205671	32208682	1	protein_coding	55721
39.67	178960121	179072215	3	protein_coding	64393
41.11	75431624	76560168	10	protein_coding	83938
44.55	95521943	95534889	14	lncRNA	283596
50.45	35452338	35467104	6	protein_coding	2178
60.18	32247222	32248856	1	protein_coding	84734
43.84	63642035	63665593	14	lncRNA	105370532
46.79	32292083	32333635	1	protein_coding	3065
44.12	23938219	24052555	14	lncRNA	55449
40.64	103965822	103988874	12	protein_coding	6996
38.54	75552458	75552553	10	miRNA	693191
52.81	31575565	31578336	6	protein_coding	7124
40.88	124748149	124791887	10	protein_coding	399818
39.86	179101366	179147973	3	lncRNA	101928739
35.78	179148114	179240093	3	protein_coding	5290
42.71	108123457	108159392	6	lncRNA	100287366
47.84	108166022	108188805	6	protein_coding	7101
37.40	60971441	60981170	14	protein_coding	57570
42.60	124801819	124836667	10	protein_coding	23172
38.97	60981114	61114316	14	protein_coding	145389
48.48	62804720	62808479	10	protein_coding	84890
40.29	88935074	88991339	10	protein_coding	59
63.72	32333839	32336233	1	protein_coding	65108
54.70	32351521	32364312	1	protein_coding	81629
46.88	34837549	34839278	5	lncRNA	101929704
41.15	108211222	108261246	6	protein_coding	8724
40.31	34905260	34918989	5	protein_coding	5810
54.35	50418938	50431314	19	protein_coding	6689
40.40	110362851	110391082	1	protein_coding	9122
35.24	40196744	40369285	12	protein_coding	120892
42.48	108029245	108165854	6	protein_coding	28962
39.90	86756596	86932825	10	protein_coding	657
37.61	34915677	34925996	5	protein_coding	55299
38.73	230327184	230403732	2	protein_coding	93349
53.78	50432892	50466321	19	protein_coding	4606
53.45	136410630	136427992	9	protein_coding	23203
41.92	69187147	69309052	16	protein_coding	6645
52.27	31982057	32002681	6	protein_coding	720
48.66	9792495	9807101	3	protein_coding	10093
49.47	28950807	28967092	16	protein_coding	84901
42.62	69189574	69210357	5	protein_coding	64946
58.93	102642503	102658318	10	protein_coding	81603
53.20	50466785	50476848	19	protein_coding	112703
34.54	84859491	84913629	12	protein_coding	55117
42.50	69217760	69230158	5	protein_coding	92259
44.07	50840017	50901063	16	lncRNA	102724940
42.55	110401249	110407942	1	protein_coding	10542
57.11	50476400	50490871	19	protein_coding	284361
41.80	75025346	75052558	5	protein_coding	51301
42.31	99141707	99151669	2	protein_coding	150590
37.35	75068275	75236911	5	protein_coding	256006
45.36	196639775	196736007	3	protein_coding	54965
43.57	28736621	28769775	1	protein_coding	51441
39.18	174431571	174487094	2	protein_coding	151556
42.87	44711358	44718851	15	protein_coding	567
48.50	61277370	61281761	14	protein_coding	161291
51.37	1713527	1714219	16	lncRNA	101929480
37.26	75674124	75717448	5	protein_coding	134359
42.22	82626965	83800640	16	protein_coding	1012
44.56	102673731	102714397	10	protein_coding	403
41.48	35045117	35116630	14	protein_coding	283635
48.44	102714538	102743492	10	protein_coding	118980
39.42	118664087	118685343	4	lncRNA	101929741
64.51	29119429	29123903	1	protein_coding	399474
40.49	126571779	126655124	3	protein_coding	114112
55.61	58034025	58054631	19	protein_coding	284312
48.20	29192657	29230942	1	protein_coding	51102
42.97	41283958	41322392	15	lncRNA	729082
42.99	23469679	23509862	14	protein_coding	25983
36.97	118685392	118715433	4	protein_coding	57721
49.98	58059239	58086310	19	protein_coding	7694
35.38	103500610	104254430	8	protein_coding	9699
38.41	70053429	70135608	17	protein_coding	3773
35.18	157076125	157172090	4	protein_coding	2743
52.81	82688931	82689019	16	miRNA	102465863
42.18	82773319	82829638	16	lncRNA	101928446
50.18	58083838	58118427	19	protein_coding	65982
42.57	82953230	82990298	16	lncRNA	101928417
53.97	83508346	83508408	16	miRNA	100422853
37.54	91798426	91865475	10	protein_coding	80351
35.96	88005135	88014811	14	protein_coding	8477
36.31	87792706	87993839	3	protein_coding	3355
43.48	83719311	83819737	16	protein_coding	3281
55.05	51968510	51983409	3	protein_coding	84836
62.56	82371765	82377458	17	protein_coding	2837
60.13	38127951	38138868	17	protein_coding	102723859
39.26	88024519	88098025	14	lncRNA	283587
45.27	3197519	3198448	17	protein_coding	26189
51.83	19701937	19718235	16	protein_coding	400506
60.14	38057693	38068634	17	protein_coding	414060
43.65	220829255	220832429	1	lncRNA	101929730
39.53	220832763	220880140	1	lncRNA	100873924
54.52	220879431	220885059	1	protein_coding	3142
37.85	19523811	19553408	16	protein_coding	9738
38.27	68041130	68110948	2	protein_coding	10438
46.49	48762234	48817229	17	protein_coding	284076
36.40	119494397	119628804	4	protein_coding	8654
37.11	220528136	220664461	1	protein_coding	4139
61.10	52221080	52225645	3	protein_coding	54106
41.39	76083383	76353939	5	protein_coding	22987
46.40	58126248	58155110	19	protein_coding	79673
40.50	186789880	186807058	3	protein_coding	5984
52.36	91906584	91909486	10	protein_coding	143282
64.26	41425359	41428730	19	protein_coding	374907
39.90	114821744	114899832	10	protein_coding	57700
58.81	5674947	5691875	19	protein_coding	25873
34.68	78516340	78605267	8	protein_coding	5569
49.91	33299694	33314284	6	protein_coding	6892
41.79	4269259	4366675	17	protein_coding	7326
34.79	78666050	78719765	8	protein_coding	51101
40.15	75890644	76362975	9	protein_coding	5125
40.46	76403285	76708132	5	protein_coding	10788
52.83	160225422	160228213	3	protein_coding	401097
34.84	80402178	80680273	12	protein_coding	374462
35.41	98463201	98472924	3	protein_coding	26339
39.82	36380503	36548007	3	protein_coding	6769
35.85	87862638	87971930	10	protein_coding	5728
60.16	5678421	5680516	19	protein_coding	125988
63.58	143017982	143023832	8	protein_coding	4061
45.30	87859751	88256791	15	protein_coding	4916
53.85	7921859	7929856	17	protein_coding	9196
39.39	215360440	215436073	2	protein_coding	2335
58.24	5680604	5688523	19	protein_coding	374875
51.08	19856691	19886167	16	protein_coding	51704
43.94	88180103	88326907	14	protein_coding	54207
44.28	7856685	7885238	17	protein_coding	84316
36.80	80099537	80380880	12	protein_coding	283310
50.99	143039209	143060684	8	lncRNA	286122
60.11	38181659	38192555	17	protein_coding	729873
47.84	220690363	220699153	1	protein_coding	79762
40.41	76385526	76394517	9	protein_coding	55312
40.57	173824653	173858808	1	protein_coding	55157
43.85	19716456	19858467	16	protein_coding	124152
37.69	190428655	190449901	3	protein_coding	131920
46.60	74796151	74851605	7	protein_coding	84163
33.27	146576555	146605346	3	protein_coding	389158
69.94	143157914	143160711	8	protein_coding	4062
39.71	58982638	59106921	17	protein_coding	4591
37.17	2227464	2242133	4	protein_coding	79441
38.57	18967434	19003752	14	protein_coding	641455
38.04	70529060	71446904	9	protein_coding	80036
40.12	106573663	107164706	10	protein_coding	114815
46.33	119780484	119818487	3	protein_coding	8856
43.14	112905856	112933219	12	protein_coding	4938
58.12	151012209	151024499	7	protein_coding	285973
63.39	143213218	143217170	8	protein_coding	338328
63.26	67660946	67662774	16	protein_coding	50855
42.21	10439880	10457426	4	protein_coding	85460
57.20	143246821	143262705	8	protein_coding	286128
60.38	67662945	67667265	16	protein_coding	84080
39.34	106648899	106676780	10	lncRNA	105378473
41.23	56049098	56330609	4	protein_coding	57482
38.70	18977180	18980742	14	lncRNA	100508046
45.41	121478332	121598458	10	protein_coding	2263
64.03	143267433	143276931	8	protein_coding	2738
47.25	151148009	151174745	7	protein_coding	2636
38.59	173931084	174022357	1	protein_coding	149041
37.66	96481626	96709880	7	protein_coding	7979
46.34	70697948	70712458	14	lncRNA	103695436
46.17	70808811	70816935	14	lncRNA	100506411
64.35	67666814	67668757	16	protein_coding	388284
49.94	143280152	143281705	8	lncRNA	100507316
44.49	111555381	111606906	6	protein_coding	10758
56.65	143289676	143299952	8	protein_coding	79943
54.17	100109419	100109514	14	miRNA	100616247
49.49	100109655	100109753	14	miRNA	442909
46.44	67674531	67719339	16	protein_coding	81577
54.10	100277357	100277417	14	miRNA	102466730
52.76	88252730	88271066	15	lncRNA	283738
57.04	100291116	100306547	14	protein_coding	123096
41.77	186717348	186744410	3	protein_coding	3827
44.15	43358172	43371043	15	protein_coding	146050
42.76	38728186	38853028	8	protein_coding	6867
46.02	28342517	28363508	16	protein_coding	728741
37.77	56467617	56503681	4	protein_coding	6731
40.88	59220467	59275970	17	protein_coding	284161
44.64	4749192	4751590	3	lncRNA	100126791
43.96	111680630	111755824	1	protein_coding	55924
59.62	52433035	52445103	3	protein_coding	56920
42.65	43369221	43409771	15	protein_coding	27229
50.13	10866222	10943021	16	protein_coding	4261
46.58	111745299	111755537	1	lncRNA	101928718
52.77	111853762	111856905	1	lncRNA	100874295
59.55	52451100	52454041	3	protein_coding	7134
49.90	111989770	111998842	1	lncRNA	643355
60.20	100307859	100307956	14	miRNA	442910
37.50	34927292	35038271	7	protein_coding	23333
61.03	100323339	100330421	14	protein_coding	283600
48.00	205976740	206003461	1	protein_coding	338382
53.28	52455118	52493068	3	protein_coding	11188
46.63	59331655	59401729	17	protein_coding	388403
46.89	100333790	100376805	14	protein_coding	7453
43.06	59366083	59366154	17	miRNA	100616204
60.06	161037631	161038977	1	protein_coding	100131187
57.40	7558292	7561608	17	protein_coding	8741
36.00	34940760	34940834	7	miRNA	100302152
42.13	117275451	117323152	7	protein_coding	7472
36.77	87085498	87095106	6	protein_coding	1081
50.71	161039251	161045977	1	protein_coding	7391
46.81	112938051	112976460	12	protein_coding	4940
43.71	76850001	76921650	5	protein_coding	170591
35.27	117363222	117428123	7	protein_coding	136991
45.35	52144349	52144434	6	miRNA	406989
57.14	52148923	52149041	6	miRNA	442890
37.55	52186375	52190638	6	protein_coding	3605
41.72	43403061	43510728	15	protein_coding	7158
42.28	76953045	76981158	5	protein_coding	1393
43.17	52264014	52284881	6	protein_coding	4172
55.25	52316319	52400492	3	protein_coding	25981
39.02	77029251	77065234	5	protein_coding	55109
38.75	82352498	82374503	4	protein_coding	3184
36.13	117560733	117564676	7	lncRNA	111082987
38.77	117710651	117874139	7	protein_coding	83992
54.50	74424851	74451653	17	protein_coding	55890
43.65	77072072	77087285	5	protein_coding	84327
49.52	161046946	161069970	1	protein_coding	257106
42.21	52236681	52245689	6	protein_coding	112744
60.87	77080434	77080571	5	snoRNA	677828
57.82	5691834	5720572	19	protein_coding	9361
43.40	32577902	32589848	6	protein_coding	3123
42.31	169702126	169706360	6	protein_coding	387263
31.31	142132925	142135358	6	protein_coding	100126572
52.89	31762656	31764850	6	protein_coding	401251
44.36	30326479	30343729	6	protein_coding	56658
52.04	74466399	74484794	17	protein_coding	11314
43.81	112978395	113011723	12	protein_coding	4939
52.52	161070998	161089558	1	protein_coding	81607
51.52	47381011	47413435	3	protein_coding	25930
46.73	31010474	31035402	6	protein_coding	100507679
52.04	31669976	31673776	6	protein_coding	58496
56.24	161098361	161100346	1	protein_coding	126823
40.65	132552672	132553756	6	protein_coding	83551
41.89	132538277	132539336	6	protein_coding	134860
56.53	151232483	151240979	7	protein_coding	54480
53.84	31879759	31897698	6	protein_coding	10919
49.87	67481314	67505977	16	lncRNA	101927837
41.54	77086732	77427124	5	protein_coding	8622
44.06	161100556	161118055	1	protein_coding	5202
41.55	77210449	77428256	5	protein_coding	8622
57.05	67518418	67546788	16	protein_coding	79567
51.60	74521174	74531475	17	protein_coding	124599
49.65	121000486	121016502	12	protein_coding	64897
63.56	151238421	151238538	7	miRNA	768213
54.68	102433106	102456825	7	protein_coding	80228
58.56	74541073	74546115	17	protein_coding	10871
49.13	161118086	161125445	1	protein_coding	4817
45.64	74579365	74592283	17	protein_coding	100131439
42.11	4490468	4587469	9	protein_coding	6505
43.41	74584679	74594209	17	lncRNA	146723
36.05	107249482	107498055	8	protein_coding	284
48.69	47495640	47513712	3	protein_coding	54859
45.67	909632	911212	17	lncRNA	101927727
67.12	82047902	82051831	17	protein_coding	5986
48.54	73104008	73155431	7	protein_coding	105180390
48.54	73104008	73155431	7	protein_coding	643862
51.10	29333064	29350684	8	protein_coding	1846
37.87	90154456	90164829	7	protein_coding	26872
58.71	71841560	71844412	8	protein_coding	9242
49.49	5720637	5778734	19	protein_coding	257062
49.10	94364316	94366698	14	protein_coding	390502
45.23	79762371	79767857	8	protein_coding	23462
45.56	100238298	100282788	14	protein_coding	7528
37.44	90167590	90238137	7	protein_coding	261729
52.57	43510958	43531620	15	protein_coding	4130
47.66	4662294	4665258	9	protein_coding	403313
46.36	161120974	161132688	1	protein_coding	9191
36.80	4679559	4708399	9	protein_coding	55664
66.82	5782960	5784746	19	protein_coding	163154
51.05	43699441	43718260	15	lncRNA	554225
44.36	43726918	43747094	15	lncRNA	440278
61.95	5784832	5791225	19	protein_coding	56931
45.36	23272422	23299796	14	protein_coding	57594
51.25	47562238	47580792	3	protein_coding	10675
41.46	4709556	4742043	9	protein_coding	50808
64.45	82057506	82065887	17	protein_coding	64118
44.60	43533462	43590208	15	protein_coding	9677
41.06	55896443	55962970	14	lncRNA	102723670
39.92	56117814	56301524	14	protein_coding	57161
39.39	45215987	45482280	12	protein_coding	196527
43.06	69775416	69797241	14	protein_coding	6554
39.98	158545189	158571066	3	lncRNA	100996447
45.47	82374142	82384027	4	lncRNA	101928963
43.82	206008535	206023909	1	protein_coding	1510
42.42	82422565	82430462	4	protein_coding	9987
35.48	158105855	158545730	3	protein_coding	51319
45.43	69854131	70032366	14	protein_coding	64093
55.86	5805067	5828324	19	protein_coding	4902
45.87	149398204	149401456	7	lncRNA	101928733
47.28	149431363	149461062	7	protein_coding	27153
47.02	149472696	149497817	7	protein_coding	155061
39.35	120932987	121075195	9	protein_coding	727
43.81	6996766	6999198	8	protein_coding	728358
59.05	5891276	5904006	19	protein_coding	126328
43.85	7015869	7018297	8	protein_coding	1668
48.83	31202934	31230886	15	lncRNA	283710
41.09	7055304	7056739	8	protein_coding	1670
53.24	5904872	5910853	19	protein_coding	400673
44.31	128709061	128731743	7	protein_coding	84691
51.60	3879864	3928082	19	protein_coding	85300
62.24	143041844	143045678	8	protein_coding	105375795
61.32	143080630	143083486	8	protein_coding	101928108
53.68	226940286	226987544	1	protein_coding	56997
44.46	98968229	99007792	15	protein_coding	145814
43.60	70044215	70189480	14	protein_coding	6547
61.55	144449582	144462871	8	protein_coding	50626
51.86	74890005	74902219	15	protein_coding	4351
42.01	53225724	53251637	8	protein_coding	4986
66.65	82078338	82098294	17	protein_coding	2194
58.44	3958453	3971123	19	protein_coding	1613
36.08	95583499	95596516	7	protein_coding	5166
62.15	43506968	43510346	6	protein_coding	221424
52.93	31676684	31684040	6	protein_coding	80741
45.39	127663280	127670990	8	lncRNA	105375754
44.86	127686343	127738987	8	lncRNA	100270680
55.32	26216921	26217437	6	protein_coding	3012
51.53	127735434	127742951	8	protein_coding	4609
37.93	87151803	87265943	6	protein_coding	23036
38.59	95772506	96110322	7	protein_coding	1780
59.84	67561411	67562309	16	lncRNA	107984813
43.80	38991276	39006059	1	protein_coding	79647
45.31	67562467	67639177	16	protein_coding	10664
46.54	39026318	39034636	1	protein_coding	4725
61.62	3961414	3961512	19	miRNA	693222
59.53	3976056	3985463	19	protein_coding	1938
37.22	78867551	78946440	6	protein_coding	134728
36.77	132680609	132722432	3	protein_coding	27031
49.86	226870184	226987545	1	protein_coding	5664
52.24	127795962	127796028	8	miRNA	100302185
36.96	103398635	103415189	8	protein_coding	81034
38.80	167826893	167972023	6	protein_coding	4301
36.39	110947190	110963965	1	protein_coding	55791
49.53	111185969	111204535	1	protein_coding	79961
52.63	54330687	54330895	8	snoRNA	26766
59.36	54457935	54460892	8	protein_coding	64321
40.49	186226438	186258471	4	protein_coding	3818
43.94	3982507	3982572	19	snoRNA	26812
59.33	4007736	4039386	19	protein_coding	51588
38.27	54509422	54871720	8	protein_coding	6101
37.31	77425970	77620611	5	protein_coding	55255
38.29	14081843	14398983	9	protein_coding	4781
50.03	47802909	47850195	3	protein_coding	22907
50.03	94640725	94646994	14	lncRNA	388007
45.71	123671110	123708399	12	protein_coding	79867
40.64	70453541	70483775	14	lncRNA	317760
42.18	30384511	30572256	8	protein_coding	11030
61.71	4043303	4066899	19	protein_coding	51341
44.64	111200771	111243440	1	protein_coding	1117
36.58	127730400	127774292	4	protein_coding	83447
57.41	4090321	4124122	19	protein_coding	5605
45.40	68773316	68780218	14	lncRNA	107984709
53.26	68787660	68796253	14	protein_coding	677
35.40	127781821	127840733	4	protein_coding	22824
52.71	4153631	4173054	19	protein_coding	84699
45.48	99971449	100144236	14	protein_coding	51466
39.20	28015122	28137313	6	lncRNA	100129195
49.70	67723070	67806560	16	protein_coding	57610
42.43	40958417	40966948	17	protein_coding	390792
45.85	110434823	110450422	12	protein_coding	10094
64.00	47849555	47849629	3	miRNA	100302232
50.89	74899992	74906883	15	protein_coding	57184
48.16	40993430	40994164	17	protein_coding	85293
48.74	40999193	40999906	17	protein_coding	83897
45.04	48157146	48188417	3	protein_coding	993
39.70	41008521	41019324	17	protein_coding	83896
48.86	41026026	41027208	17	protein_coding	83895
52.67	41033884	41034874	17	protein_coding	81850
51.98	41040541	41041450	17	protein_coding	81851
55.43	41059240	41060114	17	protein_coding	730755
57.20	41065116	41065879	17	protein_coding	85294
52.72	41117181	41118373	17	protein_coding	653240
54.95	41123091	41124182	17	protein_coding	83755
54.99	41148924	41149825	17	protein_coding	85289
54.64	41159649	41160748	17	protein_coding	84616
47.52	8878911	8965712	17	protein_coding	23533
57.86	4174109	4182566	19	protein_coding	51548
45.03	110452486	110469268	12	protein_coding	51184
36.28	127880893	127899224	4	protein_coding	10733
37.87	111117163	111140203	1	protein_coding	128338
52.87	67806765	67832148	16	protein_coding	55815
42.33	53851795	53959303	8	protein_coding	8601
56.12	154402328	154406564	1	lncRNA	101928101
44.77	74919791	74938083	15	protein_coding	9377
45.30	154469772	154502412	1	protein_coding	126669
51.14	20161253	20186518	1	protein_coding	391013
56.60	48196564	48196616	3	miRNA	100616407
55.80	48223347	48225491	3	protein_coding	820
47.31	77628712	77638713	5	protein_coding	23440
44.27	20243095	20244664	1	lncRNA	105376827
39.32	77691166	77868780	5	protein_coding	6902
61.40	74954418	74956772	15	protein_coding	54913
45.40	48241100	48299253	3	protein_coding	51385
43.73	110468415	110490385	12	protein_coding	29902
48.31	74957219	75021495	15	protein_coding	192683
41.19	150809713	150876708	1	protein_coding	405
55.66	44076746	44123702	17	protein_coding	10014
34.29	78934419	79078287	6	protein_coding	55023
45.09	19868197	19869143	14	protein_coding	283617
41.26	19920607	19921578	14	protein_coding	79317
52.18	28764329	28770277	14	protein_coding	2290
49.55	102345746	102356444	7	protein_coding	729597
37.78	28765640	28823817	14	lncRNA	387978
50.67	101730437	101732534	14	lncRNA	145200
35.54	148025683	148137382	5	protein_coding	11005
47.25	48290722	48301685	3	protein_coding	10201
53.23	100148912	100155944	7	protein_coding	389541
39.68	63684216	63728065	14	protein_coding	81537
39.39	53966552	54022448	8	protein_coding	6917
49.04	23372809	23376403	14	protein_coding	64806
40.66	110491083	110502111	12	protein_coding	51699
38.73	91580696	91780707	14	protein_coding	79820
39.23	127917799	127966034	4	protein_coding	256471
43.92	40334775	40387590	6	lncRNA	732253
36.78	114922094	115019917	7	protein_coding	29969
42.43	110501655	110533556	12	protein_coding	144715
48.50	40391591	40587364	6	protein_coding	57497
65.96	1248553	1259143	19	protein_coding	90007
41.64	144266674	144269288	7	protein_coding	100142659
44.37	89568144	89638749	6	protein_coding	57226
54.90	128862042	128910719	7	protein_coding	375616
62.55	1259384	1274880	19	protein_coding	1153
47.21	91869411	91947987	14	protein_coding	10516
46.95	98731329	98796965	9	protein_coding	203286
47.94	75023586	75117462	15	protein_coding	60490
39.54	25279078	25620530	6	protein_coding	55604
41.54	54046367	54102017	8	protein_coding	10434
44.00	48316360	48316459	3	miRNA	100313840
43.22	48372219	48401259	3	protein_coding	285231
48.52	73019719	73029766	7	protein_coding	728524
48.47	135231979	135258663	7	protein_coding	346673
45.52	98807670	98850081	9	protein_coding	79695
67.19	2474728	2476894	7	protein_coding	402635
52.15	75282835	75295530	15	protein_coding	653643
54.98	102473128	102478922	7	protein_coding	5439
49.05	43777087	43804427	15	protein_coding	10169
46.94	132123340	132648688	7	protein_coding	91584
45.09	98847172	98872415	9	lncRNA	102724684
42.74	110533245	110583318	12	protein_coding	160760
41.12	3207539	3218896	17	protein_coding	8383
50.01	39927732	39944999	17	protein_coding	100505591
42.49	64854130	64919480	17	protein_coding	374819
47.77	110627841	110704950	12	protein_coding	84329
48.87	48446710	48467645	3	protein_coding	84126
40.00	92325953	92620529	9	protein_coding	401541
53.77	67828157	67847811	16	protein_coding	80152
41.68	144183466	144186080	7	protein_coding	100128553
50.32	122526358	122527293	9	protein_coding	138883
48.14	122553112	122554214	9	protein_coding	138882
48.72	122723990	122724925	9	protein_coding	254973
41.54	89642498	89819794	6	protein_coding	23195
39.24	122742303	122750783	9	protein_coding	392390
58.67	122788933	122789895	9	protein_coding	392391
52.88	133028145	133030474	9	lncRNA	105376306
63.87	133205277	133209250	9	protein_coding	29989
35.44	53655508	53811952	7	lncRNA	401337
48.85	39904595	39919854	17	protein_coding	55876
55.99	139471004	139473700	5	protein_coding	111064649
41.52	110719680	110742939	12	protein_coding	5501
