"peak","THL60-Rep1","THL60-Rep2","THL60-Rep3","T3h-Neu-Rep1","T3h-Neu-Rep2","T3h-Neu-Rep3","T6h-Neu-Rep1","T6h-Neu-Rep2","T6h-Neu-Rep3","T12h-Neu-Rep1","T12h-Neu-Rep2","T12h-Neu-Rep3"
"chr18_56489796_56490322",32,20,8,1,12,22,10,20,0,4,0,23
"chr18_56638221_56639043",128,80,42,1,29,70,49,82,0,18,3,103
"chr18_56650965_56651545",80,59,30,0,29,64,32,60,1,14,2,68
"chr18_57077620_57078331",43,22,18,1,17,31,9,32,2,9,1,42
"chr18_57084820_57085332",10,6,5,0,9,14,2,4,1,0,1,8
"chr18_57437782_57438365",11,11,5,4,11,17,5,12,1,2,1,16
"chr18_57581152_57581693",28,18,11,2,11,24,9,24,1,4,0,28
"chr18_57586124_57586863",23,24,14,4,14,24,9,19,1,3,1,29
"chr18_57621573_57622247",116,83,42,2,39,91,51,92,1,18,5,117
"chr18_57630003_57630637",49,38,14,0,30,42,18,34,0,8,2,39
"chr18_57666696_57667333",40,37,16,0,16,29,17,23,0,5,1,26
"chr18_57737565_57738147",52,43,22,1,17,38,15,27,1,3,2,30
"chr18_58535131_58535704",18,9,5,1,11,21,7,11,0,1,0,13
"chr18_58649983_58650482",4,5,4,0,3,7,1,4,0,1,0,7
"chr18_58657986_58658576",17,13,4,1,6,18,2,9,1,2,0,14
"chr18_58670755_58671725",128,95,47,1,42,81,55,105,0,22,3,119
"chr18_58754395_58755203",34,21,11,2,12,36,9,25,2,6,1,24
"chr18_58768355_58769082",17,7,6,0,17,27,5,16,0,1,0,32
"chr18_58781520_58782097",8,7,5,1,12,18,5,5,0,1,0,11
"chr18_58886932_58888021",63,47,18,2,15,47,26,49,1,11,3,64
"chr18_59139239_59140065",214,144,67,2,53,107,45,116,2,23,5,131
"chr18_59308403_59309141",51,35,14,1,16,38,15,31,1,7,1,35
"chr18_59358817_59359661",88,58,32,1,31,49,32,53,1,8,3,62
"chr18_59389626_59390201",8,9,6,5,8,6,3,4,2,1,0,4
"chr18_59402304_59402906",32,25,10,2,16,34,16,21,0,8,0,36
"chr18_59696978_59697613",12,6,6,5,13,16,2,9,1,1,3,13
"chr18_59823535_59824164",12,8,4,0,9,14,7,12,0,1,1,14
"chr18_59837428_59837967",26,12,9,2,10,14,7,11,0,4,1,14
"chr18_59861880_59862703",76,54,22,0,6,27,16,23,0,6,3,38
"chr18_59865329_59865965",40,28,13,3,13,31,11,19,2,4,1,27
"chr18_59877295_59877826",27,21,8,0,5,16,4,9,0,2,0,17
"chr18_59882069_59882763",50,33,14,3,10,30,11,21,2,5,1,23
"chr18_59885602_59886149",22,16,9,0,6,13,5,10,0,2,0,15
"chr18_59899496_59900400",113,93,40,1,29,68,28,78,1,12,4,73
"chr18_59904653_59905227",79,48,23,0,21,42,27,47,0,10,4,59
"chr18_59911497_59912165",121,90,27,0,17,53,25,47,0,11,3,58
"chr18_59917314_59917913",39,20,8,0,9,19,8,15,0,3,1,22
"chr18_59918396_59918913",42,22,9,2,7,22,8,12,1,5,0,17
"chr18_59921236_59921801",59,36,12,0,14,27,13,19,0,6,0,24
"chr18_59957874_59958501",40,23,8,0,9,23,11,18,0,5,2,33
"chr18_60147280_60147793",50,25,11,1,5,11,12,12,0,2,0,10
"chr18_60162320_60162893",25,12,5,0,6,14,8,11,0,3,1,8
"chr18_60167883_60168528",20,10,5,0,12,20,6,12,0,2,0,13
"chr18_60202631_60203229",28,12,9,2,9,12,13,17,0,6,1,27
"chr18_60208939_60209548",66,23,9,0,8,10,11,16,0,2,1,17
"chr18_60568062_60568702",84,46,16,0,9,21,15,26,0,3,2,22
"chr18_60656391_60657085",84,41,16,2,10,23,22,31,0,5,2,41
"chr18_61079553_61080173",50,32,9,1,7,18,14,28,1,5,2,24
"chr18_61088501_61089086",30,17,6,2,5,19,13,7,0,4,1,15
"chr18_61322074_61322696",44,22,11,1,16,23,17,23,0,6,1,26
"chr18_61360585_61361414",40,19,6,0,11,19,12,18,0,4,2,24
"chr18_61581678_61582245",22,8,6,1,9,14,4,11,0,4,1,13
"chr18_61738450_61738961",28,19,5,0,13,25,11,15,0,4,0,22
"chr18_61833312_61833842",24,17,9,1,6,16,7,12,0,1,0,12
"chr18_61901270_61901960",21,11,5,2,16,21,5,11,1,3,1,18
"chr18_61921525_61922106",10,11,5,1,9,18,4,8,0,1,0,13
"chr18_61955585_61956098",15,7,5,3,5,6,4,4,0,1,0,10
"chr18_61972718_61973371",43,22,13,2,12,23,15,20,2,6,3,32
"chr18_61980266_61980880",19,11,7,1,11,18,8,7,0,3,0,15
"chr18_61992782_61993414",28,31,6,0,4,17,6,6,3,3,0,14
"chr18_62186556_62187733",191,127,71,5,63,125,65,133,0,20,11,152
"chr18_62264933_62265474",16,13,3,0,6,13,9,9,0,3,1,16
"chr18_62324110_62324720",19,12,5,0,6,14,3,9,0,3,1,15
"chr18_62425593_62426122",15,11,5,0,13,24,4,12,0,4,1,21
"chr18_62450533_62451508",41,27,18,1,18,37,9,25,1,5,2,36
"chr18_62452166_62452769",29,23,8,1,9,19,4,11,0,5,2,16
"chr18_62499292_62499818",19,11,6,1,9,15,4,7,1,4,1,13
"chr18_62522594_62523289",219,148,104,1,56,116,81,154,0,40,7,208
"chr18_62584181_62584853",19,12,8,0,13,26,5,18,0,4,2,21
"chr18_62614323_62614833",14,8,4,1,6,5,4,5,1,3,0,8
"chr18_62702188_62702770",27,17,10,3,12,17,5,16,1,3,1,11
"chr18_62714772_62715395",230,161,82,0,62,128,90,147,0,28,5,186
"chr18_62740991_62741783",15,11,4,1,8,15,3,9,0,3,1,17
"chr18_62808087_62808616",18,12,4,1,10,18,4,7,0,2,1,12
"chr18_62815268_62815945",18,14,5,0,6,16,4,9,0,2,1,9
"chr18_62939329_62939951",23,18,5,3,9,10,3,8,0,4,2,8
"chr18_62950673_62951173",22,14,4,0,7,15,4,7,0,3,0,7
"chr18_62979110_62979746",47,36,14,0,15,34,14,29,0,6,2,34
"chr18_63025556_63026096",12,9,4,4,9,15,3,7,0,1,1,17
"chr18_63074796_63075553",29,15,7,2,11,24,7,14,0,3,0,23
"chr18_63079051_63079674",16,10,5,0,11,19,4,9,0,2,0,16
"chr18_63098265_63098869",34,25,15,0,10,15,3,7,0,1,0,12
"chr18_63099871_63100525",120,85,42,0,22,34,10,22,0,5,1,31
"chr18_63107860_63108391",13,10,6,1,9,12,2,5,0,1,0,10
"chr18_63111800_63112315",19,15,7,0,7,18,2,6,0,2,0,10
"chr18_63137864_63138609",39,23,11,3,14,27,8,10,0,2,0,18
"chr18_63161682_63162181",7,4,4,1,7,7,4,4,0,2,1,9
"chr18_63197419_63197965",21,17,5,0,9,11,4,7,0,1,0,11
"chr18_63199856_63200432",16,11,6,0,9,14,4,7,0,1,0,10
"chr18_63236315_63237273",76,59,23,1,22,40,15,30,1,3,1,40
"chr18_63249677_63250334",47,29,14,1,10,19,8,18,0,4,1,19
"chr18_63253201_63253779",34,21,4,0,6,15,3,6,0,1,2,14
"chr18_63292649_63293698",26,17,7,3,15,27,5,10,1,4,1,26
"chr18_63319936_63320480",25,19,6,1,8,13,10,14,1,2,1,20
"chr18_63366875_63367893",138,135,51,2,34,53,35,69,1,20,3,96
"chr18_63422180_63422858",144,110,61,2,43,81,54,107,1,14,7,109
"chr18_63444458_63444980",33,26,9,0,9,27,12,15,0,4,1,17
"chr18_63518374_63518907",10,11,4,1,13,19,4,9,0,1,1,14
"chr18_63552996_63553609",59,43,20,2,13,18,7,18,0,1,0,22
"chr18_63584566_63585065",16,4,4,0,4,8,4,8,0,0,0,7
"chr18_63590196_63590750",62,49,25,1,11,20,6,13,1,3,1,17
"chr18_63783320_63783905",14,6,5,0,8,19,4,9,0,3,1,13
"chr18_63788379_63788922",31,23,8,2,5,17,8,12,1,4,0,19
"chr18_63830999_63831551",48,27,11,2,15,29,9,28,1,7,1,26
"chr18_63849945_63850484",9,8,5,0,9,15,2,2,0,3,1,10
"chr18_63859667_63860352",53,38,17,2,10,21,8,14,1,5,3,28
"chr18_63869345_63869886",42,26,12,0,12,21,10,13,0,4,2,24
"chr18_63878372_63878893",17,8,4,0,2,6,2,4,0,1,0,5
"chr18_63889478_63889991",29,20,5,1,6,13,6,8,1,3,1,12
"chr18_63890881_63891380",22,16,8,0,16,23,9,19,0,3,0,30
"chr18_63892630_63892849",14,11,5,0,3,5,3,4,0,0,0,5
"chr18_63895121_63895704",49,33,16,0,9,13,4,7,0,4,0,15
"chr18_63908512_63909358",22,12,5,3,10,10,2,8,0,1,0,14
"chr18_63928257_63928801",28,21,12,0,3,15,6,10,0,5,1,18
"chr18_63930673_63931216",22,15,8,0,4,16,4,13,0,2,1,14
"chr18_63935979_63936596",38,23,11,0,16,25,14,29,0,5,0,31
"chr18_63961346_63961927",13,10,5,0,5,10,3,7,0,3,0,11
"chr18_63963565_63964109",23,18,8,0,13,14,8,9,0,2,0,19
"chr18_63969747_63970844",147,111,43,2,36,71,51,81,0,23,6,112
"chr18_63979357_63979856",26,16,6,1,9,17,6,12,0,4,0,18
"chr18_63980980_63981591",90,59,27,0,14,37,27,46,0,9,2,35
"chr18_63987299_63988249",22,14,7,0,13,21,5,12,1,1,1,22
"chr18_64083855_64084390",12,7,4,0,3,9,5,8,1,2,0,9
"chr18_64336893_64337503",34,18,4,3,4,13,5,10,0,1,1,13
"chr18_64419002_64419578",29,17,8,0,2,8,3,6,0,0,0,7
"chr18_64436108_64436633",50,37,7,0,7,16,7,11,0,3,1,14
"chr18_64438066_64438690",140,92,31,0,14,24,17,29,0,5,3,34
"chr18_64696036_64696618",55,32,9,1,12,17,16,26,0,5,2,28
"chr18_64713191_64713741",32,20,9,1,2,11,7,12,0,2,1,10
"chr18_65016568_65017266",12,8,4,1,10,15,4,7,1,3,1,13
"chr18_65091687_65092198",31,10,4,0,2,9,7,12,0,4,1,10
"chr18_65206471_65207134",18,10,5,0,11,17,5,8,1,3,1,19
"chr18_65298321_65298891",18,9,4,0,5,6,7,8,0,0,0,12
"chr18_65498623_65499214",13,9,5,2,6,10,3,7,1,3,0,9
"chr18_65706226_65707115",17,9,5,0,11,24,5,9,0,3,0,17
"chr18_65725273_65725905",29,13,8,0,4,11,10,14,0,3,0,17
"chr18_65938509_65939043",42,25,8,0,7,16,18,27,0,6,0,27
"chr18_65991227_65991809",22,12,6,0,3,9,5,6,0,1,0,8
"chr18_65994258_65994856",24,13,4,0,4,7,9,9,0,1,0,12
"chr18_66073385_66073626",8,5,4,0,2,10,0,4,0,0,0,4
"chr18_66167792_66168834",33,15,9,2,12,30,9,18,2,2,1,28
"chr18_66193406_66194145",18,10,7,1,14,22,5,16,0,2,1,28
"chr18_66325173_66325854",18,7,5,3,9,11,4,9,0,1,0,10
"chr18_66495797_66496307",34,14,4,0,5,11,17,22,0,3,1,19
"chr18_66523122_66523975",12,9,6,1,7,13,2,5,0,3,0,12
"chr18_66559987_66560527",23,13,6,1,2,7,7,13,0,3,0,15
"chr18_66616444_66617137",65,23,10,1,14,20,20,32,0,5,0,43
"chr18_66630743_66631307",39,16,8,1,4,10,15,15,0,3,1,17
"chr18_66639154_66639704",81,52,16,2,6,20,22,25,1,8,2,27
"chr18_66640377_66640902",42,19,9,0,4,11,10,15,0,0,1,12
"chr18_66682677_66683423",57,24,11,0,5,12,9,12,0,4,1,20
"chr18_66727933_66728444",49,24,6,1,4,8,9,12,1,3,2,16
"chr18_66728771_66729306",33,15,4,0,1,1,2,7,0,1,0,9
"chr18_67104573_67105149",53,16,5,1,9,13,19,23,1,7,1,24
"chr18_67118943_67119667",17,6,5,0,13,19,4,10,0,2,1,17
"chr18_67200189_67200721",42,11,7,0,3,9,10,15,0,4,1,16
"chr18_67217497_67218023",38,17,5,0,8,13,13,18,0,4,1,19
"chr18_67417842_67418608",35,18,5,1,6,15,9,12,1,8,0,16
"chr18_67463784_67464540",14,7,5,1,3,9,3,11,0,2,0,11
"chr18_67516140_67517297",162,83,41,0,17,40,54,61,0,17,4,78
"chr18_67982292_67982838",29,14,7,0,5,8,9,6,0,1,0,15
"chr18_68152712_68153314",45,22,9,2,4,14,11,23,0,6,2,23
"chr18_68436337_68436881",14,8,3,0,4,10,4,7,0,1,2,9
"chr18_68665578_68666082",54,20,10,0,4,13,11,10,1,3,2,16
"chr18_68714632_68715485",288,145,64,2,27,63,58,90,2,17,7,108
"chr18_68721397_68722256",26,14,6,1,7,14,5,9,1,3,1,13
"chr18_68722716_68723215",22,14,5,2,3,8,7,4,1,1,0,7
"chr18_68728057_68728788",135,64,22,0,10,28,24,32,1,7,2,40
"chr18_68735662_68736172",43,29,5,0,4,10,12,15,1,2,1,13
"chr18_68779036_68779619",62,32,9,0,5,10,10,20,0,4,1,19
"chr18_68826039_68826598",45,27,8,2,8,10,7,10,1,3,1,16
"chr18_68840595_68841288",52,40,8,1,6,14,7,11,1,3,2,18
"chr18_68864954_68865453",10,7,4,0,3,3,1,5,1,0,0,8
"chr18_69469294_69469814",36,12,5,0,7,14,9,11,0,3,1,16
"chr18_69480391_69480926",84,41,22,1,5,10,13,18,0,3,0,19
"chr18_69580023_69580597",53,31,10,2,8,17,19,25,1,4,2,25
"chr18_69674355_69675026",14,6,5,1,12,17,1,10,1,1,1,20
"chr18_69691299_69691849",15,9,4,1,9,15,5,7,0,2,1,12
"chr18_69774706_69775254",90,58,17,0,3,13,9,12,0,2,0,10
"chr18_69787679_69788243",18,13,3,0,4,8,2,5,0,2,0,8
"chr18_69845524_69846050",9,5,3,0,10,13,2,4,0,1,0,12
"chr18_69897567_69898109",26,14,5,0,3,3,4,4,0,1,0,10
"chr18_69948885_69949420",41,24,8,0,9,17,10,13,0,3,0,8
"chr18_69959134_69959693",36,22,5,0,7,20,9,16,0,3,2,13
"chr18_70151578_70152200",76,57,16,1,12,22,12,24,0,7,1,29
"chr18_70205514_70206215",383,243,104,4,45,128,94,161,2,33,10,176
"chr18_70228450_70228991",25,12,4,0,7,13,5,9,0,2,3,9
"chr18_70285122_70285733",68,34,14,0,15,37,9,27,1,5,2,25
"chr18_70288769_70289295",28,34,13,1,12,16,5,15,1,3,0,22
"chr18_70421949_70422467",22,16,6,0,6,18,9,14,0,2,2,13
"chr18_70433792_70434328",26,10,5,2,4,11,11,16,0,2,2,15
"chr18_70464708_70465252",45,32,15,2,5,14,12,17,1,4,1,27
"chr18_70489868_70490507",53,29,14,1,6,19,11,14,0,3,0,18
"chr18_70491657_70492226",28,18,7,0,7,14,7,13,0,3,0,17
"chr18_70621657_70622281",56,33,15,1,5,17,7,12,0,4,0,21
"chr18_70781765_70782310",69,32,10,0,8,21,19,33,0,6,1,33
"chr18_71370547_71371170",19,11,6,1,7,14,5,8,0,0,0,10
"chr18_71673563_71674607",22,18,9,2,26,35,4,15,0,2,0,39
"chr18_71784701_71785211",48,18,8,2,2,7,14,21,3,4,1,22
"chr18_71899445_71900437",30,15,12,1,13,30,4,18,0,4,0,26
"chr18_71950927_71952020",23,14,7,3,8,18,4,6,2,3,2,18
"chr18_72086349_72086910",36,18,6,3,3,8,12,9,1,3,0,14
"chr18_72338390_72338893",33,19,7,4,2,9,8,12,2,1,0,12
"chr18_72544196_72544748",47,23,8,0,10,18,12,19,0,4,1,22
"chr18_72652917_72653441",32,11,5,3,3,13,12,13,1,3,2,15
"chr18_72672325_72672845",24,11,4,0,3,8,6,13,0,4,0,10
"chr18_72762440_72762978",34,14,4,2,4,7,13,9,0,4,0,9
"chr18_72830047_72830581",14,5,6,1,6,13,2,5,0,0,0,14
"chr18_72840022_72840621",18,9,6,1,9,10,9,18,2,3,0,12
"chr18_72899091_72899724",9,6,5,2,8,6,5,5,1,2,1,6
"chr18_73079851_73080411",28,11,4,2,2,7,5,6,1,1,1,10
"chr18_73117993_73118543",15,8,4,2,5,5,4,6,2,0,1,9
"chr18_73511533_73512173",15,8,4,3,5,11,2,8,1,3,0,8
"chr18_73767823_73768533",23,15,5,0,7,17,4,11,1,3,0,19
"chr18_73975185_73975731",13,6,5,2,5,13,3,6,2,2,1,14
"chr18_74012431_74012963",30,22,6,1,5,11,6,13,0,1,0,15
"chr18_74040661_74041906",81,47,16,4,21,44,19,27,1,8,3,43
"chr18_74069089_74069692",63,32,13,3,5,19,10,27,1,4,3,26
"chr18_74082313_74082916",42,23,14,3,11,31,18,23,3,5,3,29
"chr18_74116927_74117426",7,6,3,3,6,9,5,6,1,1,0,9
"chr18_74147526_74148726",435,282,149,5,74,187,141,256,4,48,10,245
"chr18_74163057_74163768",29,20,9,4,8,17,9,13,2,3,1,17
"chr18_74196041_74196777",29,18,6,3,13,23,10,16,0,4,1,24
"chr18_74217336_74217918",15,17,5,2,8,10,2,8,1,1,0,14
"chr18_74242471_74243064",30,18,9,0,12,18,6,8,3,1,0,22
"chr18_74251497_74252049",30,16,8,1,6,13,7,10,0,4,1,12
"chr18_74291798_74292371",200,104,67,4,38,76,63,112,2,18,2,126
"chr18_74310344_74310896",14,9,5,0,8,24,5,10,0,4,1,18
"chr18_74399073_74399748",27,14,5,1,4,9,4,9,2,2,1,10
"chr18_74495878_74496561",244,167,86,3,44,95,86,151,3,26,10,163
"chr18_74551854_74552401",33,16,5,1,10,20,9,16,0,2,3,26
"chr18_74588930_74589546",34,21,14,0,10,20,9,11,0,2,1,20
"chr18_74597218_74598812",128,86,41,7,43,68,26,72,3,16,4,94
"chr18_74657435_74658043",12,6,5,1,6,11,1,9,0,1,0,11
"chr18_74990373_74991178",50,31,8,0,11,17,14,13,0,4,2,17
"chr18_75066873_75067474",48,32,16,2,12,33,10,24,0,4,1,35
"chr18_75070886_75071689",110,74,26,1,25,60,18,40,2,9,0,45
"chr18_75161586_75162163",33,15,9,0,13,23,10,17,1,2,2,29
"chr18_75209131_75209935",40,51,21,0,23,28,16,33,0,6,2,35
"chr18_75235694_75236391",16,7,6,1,17,21,4,9,0,3,0,20
"chr18_75246895_75247658",23,17,6,0,10,19,4,11,0,2,1,13
"chr18_75477798_75478377",34,28,11,0,14,31,14,26,0,6,2,31
"chr18_76402456_76403051",53,41,18,1,16,27,10,19,1,3,1,31
"chr18_76448261_76448918",25,18,7,5,7,15,3,10,2,1,0,12
"chr18_76467411_76467950",49,34,17,1,11,28,4,21,0,4,2,22
"chr18_76479285_76480274",17,12,8,3,14,19,5,11,1,2,0,22
"chr18_76492708_76493290",54,29,16,3,24,43,21,38,3,9,1,53
"chr18_76496154_76496491",21,15,6,1,5,13,5,12,1,3,0,23
"chr18_76503506_76504113",16,11,8,1,10,14,3,8,1,1,1,15
"chr18_76528807_76529498",24,17,9,5,8,20,3,11,1,2,1,9
"chr18_76545511_76546384",27,10,6,2,9,19,2,10,1,3,1,17
"chr18_76553886_76554434",28,25,6,4,7,19,5,9,2,1,0,11
"chr18_76565097_76566231",37,23,9,5,13,28,6,18,5,4,1,30
"chr18_76573305_76574138",16,18,6,4,8,19,8,9,2,4,1,13
"chr18_76619398_76619996",19,22,11,2,16,16,3,14,0,3,1,24
"chr18_76620184_76620789",44,29,12,2,20,27,11,21,2,5,0,32
"chr18_76686618_76687186",14,9,7,0,6,15,3,7,1,4,0,12
"chr18_76709522_76710171",18,7,5,5,15,21,5,11,0,1,0,19
"chr18_76801913_76802506",21,15,8,3,8,22,4,13,2,3,0,22
"chr18_76803651_76804218",13,9,7,1,7,13,5,10,0,1,0,10
"chr18_76811489_76811988",6,6,3,0,5,9,2,5,0,0,0,8
"chr18_76821641_76822492",21,17,9,2,13,21,9,14,1,2,1,21
"chr18_77006653_77007232",42,20,10,5,14,29,12,20,2,4,2,21
"chr18_77052757_77053396",60,50,27,2,16,35,9,24,0,4,2,33
"chr18_77054888_77055526",138,100,60,0,42,75,34,87,1,16,6,92
"chr18_77065143_77065980",79,53,21,2,20,33,14,31,1,7,4,41
"chr18_77067239_77067814",29,18,8,1,16,24,7,15,1,4,2,19
"chr18_77081295_77081840",21,16,7,1,8,12,3,9,1,1,0,10
"chr18_77101224_77102131",55,46,21,3,21,36,10,28,0,6,1,27
"chr18_77114370_77115179",95,64,31,3,27,56,21,46,1,7,1,62
"chr18_77128050_77128697",41,35,16,5,20,41,9,23,1,7,2,38
"chr18_77478563_77479076",13,8,3,4,7,14,6,11,1,1,1,10
"chr18_77571947_77573086",113,92,36,1,34,68,25,54,1,15,4,68
"chr18_77899907_77900465",17,14,7,3,14,15,9,16,1,3,0,19
"chr18_79068770_79069438",51,34,22,0,21,32,21,44,0,5,2,54
"chr18_79156604_79157174",33,22,11,0,12,34,6,21,0,2,0,26
"chr18_79169797_79170608",18,13,8,0,14,21,5,7,0,2,0,22
"chr18_79200483_79200998",16,12,9,0,65,87,17,32,0,5,3,57
"chr18_79246413_79246961",19,11,6,0,12,19,8,13,0,4,1,23
"chr18_79405634_79406195",10,10,5,0,8,17,5,9,0,2,1,16
"chr18_79506982_79507722",37,30,15,0,14,35,4,25,0,6,2,44
"chr18_79509077_79509355",9,7,4,0,8,15,2,5,0,1,1,12
"chr18_79523423_79524554",27,16,12,0,17,28,6,13,0,5,2,29
"chr18_79574822_79575667",27,16,9,0,11,25,8,17,0,6,2,29
"chr18_79625083_79625639",15,16,4,0,3,13,4,6,0,1,1,14
"chr18_79645379_79646067",28,12,8,0,11,14,5,13,0,3,0,20
"chr18_79679077_79679884",132,94,53,0,35,78,54,118,0,31,5,157
"chr18_79791442_79792419",77,55,30,0,25,52,22,52,0,9,6,62
"chr18_79819540_79820568",45,30,10,0,31,41,10,20,0,6,2,42
"chr18_79944171_79944788",47,37,21,0,31,40,20,48,0,14,3,55
"chr18_79949771_79950270",12,9,5,0,8,11,5,10,0,2,0,12
"chr18_79951411_79951987",13,10,9,0,9,17,5,12,0,2,0,23
"chr18_79987929_79988960",38,27,19,0,32,55,18,36,0,6,3,56
"chr18_80033335_80034748",213,151,82,0,90,132,101,188,0,28,8,227
"chr18_80108648_80109473",24,20,8,0,16,25,8,18,0,2,1,26
"chr19_488366_489668",18,15,10,6,16,24,12,24,3,3,1,37
"chr19_506568_507811",52,38,22,10,37,58,28,65,11,13,10,99
"chr19_531152_532141",26,24,8,2,11,23,20,26,4,3,0,34
"chr19_572101_573049",43,29,15,7,24,37,25,41,5,6,3,47
"chr19_633042_633932",24,15,9,1,18,21,17,23,3,6,0,37
"chr19_662974_663800",14,10,9,6,13,16,7,16,6,4,0,28
"chr19_680209_681295",51,24,14,9,24,46,34,54,4,9,2,63
"chr19_703505_704767",44,19,14,12,20,42,22,42,4,5,1,59
"chr19_796871_797679",62,59,29,11,34,50,54,96,16,16,4,121
"chr19_892862_893446",22,12,4,3,12,20,11,21,3,6,1,40
"chr19_925295_925991",7,7,4,2,7,11,6,9,1,3,0,18
"chr19_1020895_1021746",40,34,15,7,23,32,27,43,8,6,2,67
"chr19_1039620_1040321",15,10,6,2,20,20,11,14,2,4,2,37
"chr19_1095155_1095747",16,9,4,6,12,22,10,15,2,1,1,27
"chr19_1103644_1104304",39,24,15,5,21,34,25,50,9,6,4,53
"chr19_1180346_1180922",14,9,4,4,12,17,5,10,0,1,0,14
"chr19_1205241_1205974",28,19,12,9,21,33,15,37,4,8,1,43
"chr19_1249590_1250089",16,16,7,5,8,11,11,20,5,6,3,36
"chr19_1252187_1252686",20,19,6,2,9,18,12,22,1,9,3,35
"chr19_1260473_1261322",28,15,11,6,10,21,13,28,5,5,3,47
"chr19_1268907_1269569",32,28,13,5,18,31,23,39,4,10,1,51
"chr19_1275159_1276139",42,41,15,8,29,45,37,48,14,9,3,72
"chr19_1354456_1355088",14,10,7,1,11,14,9,15,2,2,0,24
"chr19_1383172_1384033",27,28,12,7,17,32,14,36,5,8,3,48
"chr19_1407013_1407730",52,40,27,5,24,33,30,54,11,9,4,72
"chr19_1437999_1438641",27,17,9,2,11,18,12,22,6,2,0,37
"chr19_1478949_1479664",26,21,8,8,16,27,16,22,5,4,0,42
"chr19_1490238_1491237",67,54,21,9,29,49,33,68,9,11,2,91
"chr19_1592688_1593261",13,15,7,3,8,13,13,22,4,1,0,21
"chr19_1605146_1606302",33,27,14,4,18,33,17,31,5,9,3,50
"chr19_1652612_1653326",62,52,21,8,25,53,38,55,7,11,5,96
"chr19_1812214_1813041",41,22,24,4,24,32,23,44,6,5,2,54
"chr19_1848224_1848956",14,13,10,5,15,20,14,24,5,4,2,30
"chr19_1854923_1855821",23,17,10,4,20,19,16,30,3,3,0,39
"chr19_1863518_1864659",51,36,20,10,27,33,33,60,8,11,2,65
"chr19_1905018_1905586",19,11,7,4,15,20,16,24,4,4,1,35
"chr19_1940502_1941322",16,31,21,4,14,28,19,30,7,3,2,45
"chr19_2041684_2042626",18,11,7,4,16,31,9,27,5,5,2,42
"chr19_2050845_2051715",28,17,15,4,17,21,22,30,6,7,2,50
"chr19_2061278_2062241",40,24,20,3,26,30,25,42,6,8,3,49
"chr19_2090073_2090798",10,8,7,1,13,15,4,13,4,2,1,20
"chr19_2096325_2097261",54,45,30,12,28,55,37,69,15,11,3,112
"chr19_2151434_2152111",54,37,22,5,29,40,26,54,7,8,4,82
"chr19_2163466_2164297",8,9,6,2,7,12,9,12,6,3,1,16
"chr19_2165126_2165660",4,8,6,2,8,17,2,5,1,1,1,7
"chr19_2236119_2237090",74,52,34,9,33,53,35,52,13,11,2,96
"chr19_2269016_2269760",43,34,16,9,26,37,36,72,9,13,2,78
"chr19_2328309_2329129",25,15,11,3,10,16,7,18,2,5,1,30
"chr19_2427331_2428163",50,32,23,6,23,37,23,47,1,7,2,62
"chr19_2475575_2476623",40,32,24,11,23,39,33,50,8,14,3,80
"chr19_2739862_2740400",6,5,6,1,12,21,6,20,3,3,1,27
"chr19_2783000_2783761",33,21,15,2,15,24,17,29,6,5,1,40
"chr19_2784982_2785654",32,23,11,5,21,22,14,27,5,4,1,43
"chr19_2819544_2820111",13,10,5,3,11,14,10,10,3,2,0,24
"chr19_2944760_2945438",29,18,11,6,18,31,17,27,7,6,2,39
"chr19_2950470_2951067",40,23,16,10,22,36,29,50,7,8,3,67
"chr19_3035465_3036007",14,6,7,4,17,20,9,19,3,2,1,21
"chr19_3185330_3186113",18,19,5,5,18,25,13,26,3,5,2,32
"chr19_3434734_3435516",17,11,10,5,18,27,10,18,4,6,2,35
"chr19_3500324_3501214",25,12,9,7,11,26,11,21,5,5,2,34
"chr19_3505762_3506404",38,35,12,9,24,32,28,45,6,6,1,60
"chr19_3557350_3558029",18,18,8,3,15,30,15,27,3,4,0,36
"chr19_3572431_3573075",51,36,15,6,25,39,25,50,10,8,2,72
"chr19_3626297_3627390",31,23,12,9,26,46,14,38,8,5,2,61
"chr19_3762393_3763255",64,47,27,6,20,36,38,60,11,13,4,85
"chr19_3970952_3971592",31,27,10,5,14,28,23,39,5,4,2,41
"chr19_3985133_3985839",35,21,9,4,15,29,19,28,7,6,2,46
"chr19_4007223_4007918",24,22,10,5,14,26,14,35,3,5,1,41
"chr19_4065728_4066311",15,6,7,3,11,12,14,23,4,4,1,23
"chr19_4089458_4089964",7,7,5,3,6,16,4,5,4,1,1,22
"chr19_4123759_4124506",10,10,6,4,12,14,3,11,2,2,0,21
"chr19_4182154_4182848",18,13,9,3,9,20,8,18,4,6,1,30
"chr19_4246677_4247748",38,28,17,8,21,34,20,39,7,8,4,63
"chr19_4328173_4328821",24,13,8,4,9,17,8,21,3,4,1,25
"chr19_4400159_4400993",20,19,10,4,19,22,17,28,5,8,1,35
"chr19_4402118_4402798",19,24,13,8,25,32,22,36,5,10,2,48
"chr19_4457671_4458180",12,7,3,2,12,15,6,14,3,2,0,18
"chr19_4471452_4472357",83,50,35,23,46,79,56,94,15,18,4,107
"chr19_4638933_4639661",31,14,13,7,21,32,22,37,6,7,2,46
